Expert_ID,theme,from,to
Expert_007,Tema 1,Impactos del cambio climático,Sobreexplotación
Expert_007,Tema 1,Impactos del cambio climático,Sustentabilidad
Expert_007,Tema 1,Impactos del cambio climático,Servicios Ecosistemicos
Expert_007,Tema 1,Mitigación,Pesquerías
Expert_007,Tema 1,Mitigación,Sobreexplotación
Expert_007,Tema 1,Mitigación,Sustentabilidad
Expert_007,Tema 1,Mitigación,Servicios Ecosistemicos
Expert_007,Tema 1,Pesquerías,Sobreexplotación
Expert_007,Tema 1,Pesquerías,Sustentabilidad
Expert_007,Tema 1,Pesquerías,Servicios Ecosistemicos
Expert_007,Tema 1,Sobreexplotación,Sustentabilidad
Expert_007,Tema 1,Sobreexplotación,Servicios Ecosistemicos
Expert_007,Tema 1,Sustentabilidad,Servicios Ecosistemicos
Expert_007,Tema 2,Acoplamiento clima-océano,Dinámica costera
Expert_007,Tema 2,Acoplamiento clima-océano,Física oceanográfica
Expert_007,Tema 2,Acoplamiento clima-océano,Paleoclimatología
Expert_007,Tema 2,Acoplamiento clima-océano,Regulación climática
Expert_007,Tema 2,Dinámica costera,Física oceanográfica
Expert_007,Tema 2,Dinámica costera,Paleoclimatología
Expert_007,Tema 2,Dinámica costera,Regulación climática
Expert_007,Tema 2,Física oceanográfica,Paleoclimatología
Expert_007,Tema 2,Física oceanográfica,Regulación climática
Expert_007,Tema 2,Paleoclimatología,Regulación climática
Expert_007,Tema 3,Adaptación,Ciclos biogeoquímicos
Expert_007,Tema 3,Adaptación,Ecosistemas
Expert_007,Tema 3,Adaptación,Evolución
Expert_007,Tema 3,Ciclos biogeoquímicos,Ecosistemas
Expert_007,Tema 3,Ciclos biogeoquímicos,Evolución
Expert_007,Tema 3,Ecosistemas,Evolución
Expert_007,no hay,NA,NA
Expert_008,Tema 1,Acoplamiento clima-océano,Cambio climático
Expert_008,Tema 1,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_008,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_008,Tema 1,Acoplamiento clima-océano,Física oceanográfica
Expert_008,Tema 1,Acoplamiento clima-océano,Paleoclimatología
Expert_008,Tema 1,Cambio climático,Ciclos biogeoquímicos
Expert_008,Tema 1,Cambio climático,Dinámica costera
Expert_008,Tema 1,Cambio climático,Física oceanográfica
Expert_008,Tema 1,Cambio climático,Paleoclimatología
Expert_008,Tema 1,Ciclos biogeoquímicos,Dinámica costera
Expert_008,Tema 1,Ciclos biogeoquímicos,Física oceanográfica
Expert_008,Tema 1,Ciclos biogeoquímicos,Paleoclimatología
Expert_008,Tema 1,Dinámica costera,Física oceanográfica
Expert_008,Tema 1,Dinámica costera,Paleoclimatología
Expert_008,Tema 1,Física oceanográfica,Paleoclimatología
Expert_008,Tema 2,Biología del cambio global,Ecosistemas
Expert_008,Tema 2,Biología del cambio global,Evolución
Expert_008,Tema 2,Biología del cambio global,Pesquerías
Expert_008,Tema 2,Biología del cambio global,Servicios Ecosistemicos
Expert_008,Tema 2,Ecosistemas,Evolución
Expert_008,Tema 2,Ecosistemas,Pesquerías
Expert_008,Tema 2,Ecosistemas,Servicios Ecosistemicos
Expert_008,Tema 2,Evolución,Pesquerías
Expert_008,Tema 2,Evolución,Servicios Ecosistemicos
Expert_008,Tema 2,Pesquerías,Servicios Ecosistemicos
Expert_008,Tema 3,Amenazas humanas,Conciencia ambiental
Expert_008,Tema 3,Amenazas humanas,Contaminación
Expert_008,Tema 3,Amenazas humanas,Impactos del cambio climático
Expert_008,Tema 3,Amenazas humanas,Sobreexplotación
Expert_008,Tema 3,Amenazas humanas,Sustentabilidad
Expert_008,Tema 3,Conciencia ambiental,Contaminación
Expert_008,Tema 3,Conciencia ambiental,Impactos del cambio climático
Expert_008,Tema 3,Conciencia ambiental,Sobreexplotación
Expert_008,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_008,Tema 3,Contaminación,Impactos del cambio climático
Expert_008,Tema 3,Contaminación,Sobreexplotación
Expert_008,Tema 3,Contaminación,Sustentabilidad
Expert_008,Tema 3,Impactos del cambio climático,Sobreexplotación
Expert_008,Tema 3,Impactos del cambio climático,Sustentabilidad
Expert_008,Tema 3,Sobreexplotación,Sustentabilidad
Expert_008,Tema 4,Adaptación,Mitigación
Expert_008,Tema 5,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_008,Tema 5,Acción individual/Estilo de vida sostenible,Regulación climática
Expert_008,Tema 5,Aspectos socio-económicos,Regulación climática
Expert_009,Tema 1,Acoplamiento clima-océano,Cambio climático
Expert_009,Tema 1,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_009,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_009,Tema 1,Acoplamiento clima-océano,Física oceanográfica
Expert_009,Tema 1,Acoplamiento clima-océano,Paleoclimatología
Expert_009,Tema 1,Acoplamiento clima-océano,Regulación climática
Expert_009,Tema 1,Cambio climático,Ciclos biogeoquímicos
Expert_009,Tema 1,Cambio climático,Dinámica costera
Expert_009,Tema 1,Cambio climático,Física oceanográfica
Expert_009,Tema 1,Cambio climático,Paleoclimatología
Expert_009,Tema 1,Cambio climático,Regulación climática
Expert_009,Tema 1,Ciclos biogeoquímicos,Dinámica costera
Expert_009,Tema 1,Ciclos biogeoquímicos,Física oceanográfica
Expert_009,Tema 1,Ciclos biogeoquímicos,Paleoclimatología
Expert_009,Tema 1,Ciclos biogeoquímicos,Regulación climática
Expert_009,Tema 1,Dinámica costera,Física oceanográfica
Expert_009,Tema 1,Dinámica costera,Paleoclimatología
Expert_009,Tema 1,Dinámica costera,Regulación climática
Expert_009,Tema 1,Física oceanográfica,Paleoclimatología
Expert_009,Tema 1,Física oceanográfica,Regulación climática
Expert_009,Tema 1,Paleoclimatología,Regulación climática
Expert_009,Tema 2,Ecosistemas,Impactos del cambio climático
Expert_009,Tema 2,Ecosistemas,Pesquerías
Expert_009,Tema 2,Ecosistemas,Sobreexplotación
Expert_009,Tema 2,Impactos del cambio climático,Pesquerías
Expert_009,Tema 2,Impactos del cambio climático,Sobreexplotación
Expert_009,Tema 2,Pesquerías,Sobreexplotación
Expert_009,Tema 3,Biología del cambio global,Servicios Ecosistemicos
Expert_009,Tema 4,Adaptación,Evolución
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Amenazas humanas
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Conservación
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Mitigación
Expert_009,Tema 5,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_009,Tema 5,Amenazas humanas,Aspectos socio-económicos
Expert_009,Tema 5,Amenazas humanas,Conciencia ambiental
Expert_009,Tema 5,Amenazas humanas,Conservación
Expert_009,Tema 5,Amenazas humanas,Mitigación
Expert_009,Tema 5,Amenazas humanas,Sustentabilidad
Expert_009,Tema 5,Aspectos socio-económicos,Conciencia ambiental
Expert_009,Tema 5,Aspectos socio-económicos,Conservación
Expert_009,Tema 5,Aspectos socio-económicos,Mitigación
Expert_009,Tema 5,Aspectos socio-económicos,Sustentabilidad
Expert_009,Tema 5,Conciencia ambiental,Conservación
Expert_009,Tema 5,Conciencia ambiental,Mitigación
Expert_009,Tema 5,Conciencia ambiental,Sustentabilidad
Expert_009,Tema 5,Conservación,Mitigación
Expert_009,Tema 5,Conservación,Sustentabilidad
Expert_009,Tema 5,Mitigación,Sustentabilidad
Expert_010,Tema 1,Acción individual/Estilo de vida sostenible,Amenazas humanas
Expert_010,Tema 3,Cambio climático,Sobreexplotación
Expert_010,Tema 4,Acoplamiento clima-océano,Adaptación
Expert_010,Tema 4,Acoplamiento clima-océano,Biología del cambio global
Expert_010,Tema 4,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_010,Tema 4,Acoplamiento clima-océano,Contaminación
Expert_010,Tema 4,Acoplamiento clima-océano,Dinámica costera
Expert_010,Tema 4,Acoplamiento clima-océano,Ecosistemas
Expert_010,Tema 4,Acoplamiento clima-océano,Evolución
Expert_010,Tema 4,Acoplamiento clima-océano,Impactos del cambio climático
Expert_010,Tema 4,Acoplamiento clima-océano,Mitigación
Expert_010,Tema 4,Acoplamiento clima-océano,Regulación climática
Expert_010,Tema 4,Acoplamiento clima-océano,Pesquerías
Expert_010,Tema 4,Acoplamiento clima-océano,Sustentabilidad
Expert_010,Tema 4,Acoplamiento clima-océano,Servicios Ecosistemicos
Expert_010,Tema 4,Adaptación,Biología del cambio global
Expert_010,Tema 4,Adaptación,Ciclos biogeoquímicos
Expert_010,Tema 4,Adaptación,Contaminación
Expert_010,Tema 4,Adaptación,Dinámica costera
Expert_010,Tema 4,Adaptación,Ecosistemas
Expert_010,Tema 4,Adaptación,Evolución
Expert_010,Tema 4,Adaptación,Impactos del cambio climático
Expert_010,Tema 4,Adaptación,Mitigación
Expert_010,Tema 4,Adaptación,Regulación climática
Expert_010,Tema 4,Adaptación,Pesquerías
Expert_010,Tema 4,Adaptación,Sustentabilidad
Expert_010,Tema 4,Adaptación,Servicios Ecosistemicos
Expert_010,Tema 4,Biología del cambio global,Ciclos biogeoquímicos
Expert_010,Tema 4,Biología del cambio global,Contaminación
Expert_010,Tema 4,Biología del cambio global,Dinámica costera
Expert_010,Tema 4,Biología del cambio global,Ecosistemas
Expert_010,Tema 4,Biología del cambio global,Evolución
Expert_010,Tema 4,Biología del cambio global,Impactos del cambio climático
Expert_010,Tema 4,Biología del cambio global,Mitigación
Expert_010,Tema 4,Biología del cambio global,Regulación climática
Expert_010,Tema 4,Biología del cambio global,Pesquerías
Expert_010,Tema 4,Biología del cambio global,Sustentabilidad
Expert_010,Tema 4,Biología del cambio global,Servicios Ecosistemicos
Expert_010,Tema 4,Ciclos biogeoquímicos,Contaminación
Expert_010,Tema 4,Ciclos biogeoquímicos,Dinámica costera
Expert_010,Tema 4,Ciclos biogeoquímicos,Ecosistemas
Expert_010,Tema 4,Ciclos biogeoquímicos,Evolución
Expert_010,Tema 4,Ciclos biogeoquímicos,Impactos del cambio climático
Expert_010,Tema 4,Ciclos biogeoquímicos,Mitigación
Expert_010,Tema 4,Ciclos biogeoquímicos,Regulación climática
Expert_010,Tema 4,Ciclos biogeoquímicos,Pesquerías
Expert_010,Tema 4,Ciclos biogeoquímicos,Sustentabilidad
Expert_010,Tema 4,Ciclos biogeoquímicos,Servicios Ecosistemicos
Expert_010,Tema 4,Contaminación,Dinámica costera
Expert_010,Tema 4,Contaminación,Ecosistemas
Expert_010,Tema 4,Contaminación,Evolución
Expert_010,Tema 4,Contaminación,Impactos del cambio climático
Expert_010,Tema 4,Contaminación,Mitigación
Expert_010,Tema 4,Contaminación,Regulación climática
Expert_010,Tema 4,Contaminación,Pesquerías
Expert_010,Tema 4,Contaminación,Sustentabilidad
Expert_010,Tema 4,Contaminación,Servicios Ecosistemicos
Expert_010,Tema 4,Dinámica costera,Ecosistemas
Expert_010,Tema 4,Dinámica costera,Evolución
Expert_010,Tema 4,Dinámica costera,Impactos del cambio climático
Expert_010,Tema 4,Dinámica costera,Mitigación
Expert_010,Tema 4,Dinámica costera,Regulación climática
Expert_010,Tema 4,Dinámica costera,Pesquerías
Expert_010,Tema 4,Dinámica costera,Sustentabilidad
Expert_010,Tema 4,Dinámica costera,Servicios Ecosistemicos
Expert_010,Tema 4,Ecosistemas,Evolución
Expert_010,Tema 4,Ecosistemas,Impactos del cambio climático
Expert_010,Tema 4,Ecosistemas,Mitigación
Expert_010,Tema 4,Ecosistemas,Regulación climática
Expert_010,Tema 4,Ecosistemas,Pesquerías
Expert_010,Tema 4,Ecosistemas,Sustentabilidad
Expert_010,Tema 4,Ecosistemas,Servicios Ecosistemicos
Expert_010,Tema 4,Evolución,Impactos del cambio climático
Expert_010,Tema 4,Evolución,Mitigación
Expert_010,Tema 4,Evolución,Regulación climática
Expert_010,Tema 4,Evolución,Pesquerías
Expert_010,Tema 4,Evolución,Sustentabilidad
Expert_010,Tema 4,Evolución,Servicios Ecosistemicos
Expert_010,Tema 4,Impactos del cambio climático,Mitigación
Expert_010,Tema 4,Impactos del cambio climático,Regulación climática
Expert_010,Tema 4,Impactos del cambio climático,Pesquerías
Expert_010,Tema 4,Impactos del cambio climático,Sustentabilidad
Expert_010,Tema 4,Impactos del cambio climático,Servicios Ecosistemicos
Expert_010,Tema 4,Mitigación,Regulación climática
Expert_010,Tema 4,Mitigación,Pesquerías
Expert_010,Tema 4,Mitigación,Sustentabilidad
Expert_010,Tema 4,Mitigación,Servicios Ecosistemicos
Expert_010,Tema 4,Regulación climática,Pesquerías
Expert_010,Tema 4,Regulación climática,Sustentabilidad
Expert_010,Tema 4,Regulación climática,Servicios Ecosistemicos
Expert_010,Tema 4,Pesquerías,Sustentabilidad
Expert_010,Tema 4,Pesquerías,Servicios Ecosistemicos
Expert_010,Tema 4,Sustentabilidad,Servicios Ecosistemicos
Expert_010,Tema 5,Conciencia ambiental,Conservación
Expert_010,Tema 5,Conciencia ambiental,Física oceanográfica
Expert_010,Tema 5,Conciencia ambiental,Paleoclimatología
Expert_010,Tema 5,Conservación,Física oceanográfica
Expert_010,Tema 5,Conservación,Paleoclimatología
Expert_010,Tema 5,Física oceanográfica,Paleoclimatología
Expert_011,NA,NA,NA
Expert_011,Tema 1,Acoplamiento clima-océano,Biología del cambio global
Expert_011,Tema 1,Acoplamiento clima-océano,Cambio climático
Expert_011,Tema 1,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_011,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_011,Tema 1,Acoplamiento clima-océano,Ecosistemas
Expert_011,Tema 1,Acoplamiento clima-océano,Evolución
Expert_011,Tema 1,Acoplamiento clima-océano,Física oceanográfica
Expert_011,Tema 1,Acoplamiento clima-océano,Paleoclimatología
Expert_011,Tema 1,Acoplamiento clima-océano,Regulación climática
Expert_011,Tema 1,Biología del cambio global,Cambio climático
Expert_011,Tema 1,Biología del cambio global,Ciclos biogeoquímicos
Expert_011,Tema 1,Biología del cambio global,Dinámica costera
Expert_011,Tema 1,Biología del cambio global,Ecosistemas
Expert_011,Tema 1,Biología del cambio global,Evolución
Expert_011,Tema 1,Biología del cambio global,Física oceanográfica
Expert_011,Tema 1,Biología del cambio global,Paleoclimatología
Expert_011,Tema 1,Biología del cambio global,Regulación climática
Expert_011,Tema 1,Cambio climático,Ciclos biogeoquímicos
Expert_011,Tema 1,Cambio climático,Dinámica costera
Expert_011,Tema 1,Cambio climático,Ecosistemas
Expert_011,Tema 1,Cambio climático,Evolución
Expert_011,Tema 1,Cambio climático,Física oceanográfica
Expert_011,Tema 1,Cambio climático,Paleoclimatología
Expert_011,Tema 1,Cambio climático,Regulación climática
Expert_011,Tema 1,Ciclos biogeoquímicos,Dinámica costera
Expert_011,Tema 1,Ciclos biogeoquímicos,Ecosistemas
Expert_011,Tema 1,Ciclos biogeoquímicos,Evolución
Expert_011,Tema 1,Ciclos biogeoquímicos,Física oceanográfica
Expert_011,Tema 1,Ciclos biogeoquímicos,Paleoclimatología
Expert_011,Tema 1,Ciclos biogeoquímicos,Regulación climática
Expert_011,Tema 1,Dinámica costera,Ecosistemas
Expert_011,Tema 1,Dinámica costera,Evolución
Expert_011,Tema 1,Dinámica costera,Física oceanográfica
Expert_011,Tema 1,Dinámica costera,Paleoclimatología
Expert_011,Tema 1,Dinámica costera,Regulación climática
Expert_011,Tema 1,Ecosistemas,Evolución
Expert_011,Tema 1,Ecosistemas,Física oceanográfica
Expert_011,Tema 1,Ecosistemas,Paleoclimatología
Expert_011,Tema 1,Ecosistemas,Regulación climática
Expert_011,Tema 1,Evolución,Física oceanográfica
Expert_011,Tema 1,Evolución,Paleoclimatología
Expert_011,Tema 1,Evolución,Regulación climática
Expert_011,Tema 1,Física oceanográfica,Paleoclimatología
Expert_011,Tema 1,Física oceanográfica,Regulación climática
Expert_011,Tema 1,Paleoclimatología,Regulación climática
Expert_011,Tema 2,Amenazas humanas,Aspectos socio-económicos
Expert_011,Tema 2,Amenazas humanas,Contaminación
Expert_011,Tema 2,Amenazas humanas,Impactos del cambio climático
Expert_011,Tema 2,Amenazas humanas,Pesquerías
Expert_011,Tema 2,Amenazas humanas,Sobreexplotación
Expert_011,Tema 2,Aspectos socio-económicos,Contaminación
Expert_011,Tema 2,Aspectos socio-económicos,Impactos del cambio climático
Expert_011,Tema 2,Aspectos socio-económicos,Pesquerías
Expert_011,Tema 2,Aspectos socio-económicos,Sobreexplotación
Expert_011,Tema 2,Contaminación,Impactos del cambio climático
Expert_011,Tema 2,Contaminación,Pesquerías
Expert_011,Tema 2,Contaminación,Sobreexplotación
Expert_011,Tema 2,Impactos del cambio climático,Pesquerías
Expert_011,Tema 2,Impactos del cambio climático,Sobreexplotación
Expert_011,Tema 2,Pesquerías,Sobreexplotación
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Adaptación
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Conservación
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Mitigación
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_011,Tema 3,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_011,Tema 3,Adaptación,Conciencia ambiental
Expert_011,Tema 3,Adaptación,Conservación
Expert_011,Tema 3,Adaptación,Mitigación
Expert_011,Tema 3,Adaptación,Sustentabilidad
Expert_011,Tema 3,Adaptación,Servicios Ecosistemicos
Expert_011,Tema 3,Conciencia ambiental,Conservación
Expert_011,Tema 3,Conciencia ambiental,Mitigación
Expert_011,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_011,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_011,Tema 3,Conservación,Mitigación
Expert_011,Tema 3,Conservación,Sustentabilidad
Expert_011,Tema 3,Conservación,Servicios Ecosistemicos
Expert_011,Tema 3,Mitigación,Sustentabilidad
Expert_011,Tema 3,Mitigación,Servicios Ecosistemicos
Expert_011,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_012,Tema 1,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_012,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_012,Tema 1,Acoplamiento clima-océano,Física oceanográfica
Expert_012,Tema 1,Acoplamiento clima-océano,Paleoclimatología
Expert_012,Tema 1,Acoplamiento clima-océano,Regulación climática
Expert_012,Tema 1,Ciclos biogeoquímicos,Dinámica costera
Expert_012,Tema 1,Ciclos biogeoquímicos,Física oceanográfica
Expert_012,Tema 1,Ciclos biogeoquímicos,Paleoclimatología
Expert_012,Tema 1,Ciclos biogeoquímicos,Regulación climática
Expert_012,Tema 1,Dinámica costera,Física oceanográfica
Expert_012,Tema 1,Dinámica costera,Paleoclimatología
Expert_012,Tema 1,Dinámica costera,Regulación climática
Expert_012,Tema 1,Física oceanográfica,Paleoclimatología
Expert_012,Tema 1,Física oceanográfica,Regulación climática
Expert_012,Tema 1,Paleoclimatología,Regulación climática
Expert_012,Tema 2,Amenazas humanas,Cambio climático
Expert_012,Tema 2,Amenazas humanas,Contaminación
Expert_012,Tema 2,Cambio climático,Contaminación
Expert_012,Tema 3,Biología del cambio global,Ecosistemas
Expert_012,Tema 3,Biología del cambio global,Evolución
Expert_012,Tema 3,Ecosistemas,Evolución
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Adaptación
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Impactos del cambio climático
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Mitigación
Expert_012,Tema 4,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_012,Tema 4,Adaptación,Aspectos socio-económicos
Expert_012,Tema 4,Adaptación,Conciencia ambiental
Expert_012,Tema 4,Adaptación,Impactos del cambio climático
Expert_012,Tema 4,Adaptación,Mitigación
Expert_012,Tema 4,Adaptación,Servicios Ecosistemicos
Expert_012,Tema 4,Aspectos socio-económicos,Conciencia ambiental
Expert_012,Tema 4,Aspectos socio-económicos,Impactos del cambio climático
Expert_012,Tema 4,Aspectos socio-económicos,Mitigación
Expert_012,Tema 4,Aspectos socio-económicos,Servicios Ecosistemicos
Expert_012,Tema 4,Conciencia ambiental,Impactos del cambio climático
Expert_012,Tema 4,Conciencia ambiental,Mitigación
Expert_012,Tema 4,Conciencia ambiental,Servicios Ecosistemicos
Expert_012,Tema 4,Impactos del cambio climático,Mitigación
Expert_012,Tema 4,Impactos del cambio climático,Servicios Ecosistemicos
Expert_012,Tema 4,Mitigación,Servicios Ecosistemicos
Expert_012,Tema 5,Conservación,Pesquerías
Expert_012,Tema 5,Conservación,Sobreexplotación
Expert_012,Tema 5,Conservación,Sustentabilidad
Expert_012,Tema 5,Pesquerías,Sobreexplotación
Expert_012,Tema 5,Pesquerías,Sustentabilidad
Expert_012,Tema 5,Sobreexplotación,Sustentabilidad
Expert_013,Tema 1,Acción individual/Estilo de vida sostenible,Adaptación
Expert_013,Tema 1,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_013,Tema 1,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_013,Tema 1,Acción individual/Estilo de vida sostenible,Conservación
Expert_013,Tema 1,Acción individual/Estilo de vida sostenible,Mitigación
Expert_013,Tema 1,Adaptación,Aspectos socio-económicos
Expert_013,Tema 1,Adaptación,Conciencia ambiental
Expert_013,Tema 1,Adaptación,Conservación
Expert_013,Tema 1,Adaptación,Mitigación
Expert_013,Tema 1,Aspectos socio-económicos,Conciencia ambiental
Expert_013,Tema 1,Aspectos socio-económicos,Conservación
Expert_013,Tema 1,Aspectos socio-económicos,Mitigación
Expert_013,Tema 1,Conciencia ambiental,Conservación
Expert_013,Tema 1,Conciencia ambiental,Mitigación
Expert_013,Tema 1,Conservación,Mitigación
Expert_013,Tema 2,Acoplamiento clima-océano,Biología del cambio global
Expert_013,Tema 2,Acoplamiento clima-océano,Cambio climático
Expert_013,Tema 2,Acoplamiento clima-océano,Impactos del cambio climático
Expert_013,Tema 2,Acoplamiento clima-océano,Paleoclimatología
Expert_013,Tema 2,Biología del cambio global,Cambio climático
Expert_013,Tema 2,Biología del cambio global,Impactos del cambio climático
Expert_013,Tema 2,Biología del cambio global,Paleoclimatología
Expert_013,Tema 2,Cambio climático,Impactos del cambio climático
Expert_013,Tema 2,Cambio climático,Paleoclimatología
Expert_013,Tema 2,Impactos del cambio climático,Paleoclimatología
Expert_013,Tema 3,Amenazas humanas,Contaminación
Expert_013,Tema 3,Amenazas humanas,Sobreexplotación
Expert_013,Tema 3,Amenazas humanas,Sustentabilidad
Expert_013,Tema 3,Contaminación,Sobreexplotación
Expert_013,Tema 3,Contaminación,Sustentabilidad
Expert_013,Tema 3,Sobreexplotación,Sustentabilidad
Expert_013,Tema 4,Ciclos biogeoquímicos,Regulación climática
Expert_013,Tema 4,Ciclos biogeoquímicos,Pesquerías
Expert_013,Tema 4,Ciclos biogeoquímicos,Servicios Ecosistemicos
Expert_013,Tema 4,Regulación climática,Pesquerías
Expert_013,Tema 4,Regulación climática,Servicios Ecosistemicos
Expert_013,Tema 4,Pesquerías,Servicios Ecosistemicos
Expert_013,Tema 5,Dinámica costera,Ecosistemas
Expert_013,Tema 5,Dinámica costera,Evolución
Expert_013,Tema 5,Dinámica costera,Física oceanográfica
Expert_013,Tema 5,Ecosistemas,Evolución
Expert_013,Tema 5,Ecosistemas,Física oceanográfica
Expert_013,Tema 5,Evolución,Física oceanográfica
Expert_014,Tema 1,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_014,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_014,Tema 1,Acoplamiento clima-océano,Física oceanográfica
Expert_014,Tema 1,Acoplamiento clima-océano,Paleoclimatología
Expert_014,Tema 1,Acoplamiento clima-océano,Regulación climática
Expert_014,Tema 1,Ciclos biogeoquímicos,Dinámica costera
Expert_014,Tema 1,Ciclos biogeoquímicos,Física oceanográfica
Expert_014,Tema 1,Ciclos biogeoquímicos,Paleoclimatología
Expert_014,Tema 1,Ciclos biogeoquímicos,Regulación climática
Expert_014,Tema 1,Dinámica costera,Física oceanográfica
Expert_014,Tema 1,Dinámica costera,Paleoclimatología
Expert_014,Tema 1,Dinámica costera,Regulación climática
Expert_014,Tema 1,Física oceanográfica,Paleoclimatología
Expert_014,Tema 1,Física oceanográfica,Regulación climática
Expert_014,Tema 1,Paleoclimatología,Regulación climática
Expert_014,Tema 2,Biología del cambio global,Cambio climático
Expert_014,Tema 2,Biología del cambio global,Impactos del cambio climático
Expert_014,Tema 2,Cambio climático,Impactos del cambio climático
Expert_014,Tema 3,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_014,Tema 3,Acción individual/Estilo de vida sostenible,Conservación
Expert_014,Tema 3,Acción individual/Estilo de vida sostenible,Mitigación
Expert_014,Tema 3,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_014,Tema 3,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_014,Tema 3,Conciencia ambiental,Conservación
Expert_014,Tema 3,Conciencia ambiental,Mitigación
Expert_014,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_014,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_014,Tema 3,Conservación,Mitigación
Expert_014,Tema 3,Conservación,Sustentabilidad
Expert_014,Tema 3,Conservación,Servicios Ecosistemicos
Expert_014,Tema 3,Mitigación,Sustentabilidad
Expert_014,Tema 3,Mitigación,Servicios Ecosistemicos
Expert_014,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_014,Tema 4,Adaptación,Pesquerías
Expert_015,Tema 1,Adaptación,Dinámica costera
Expert_015,Tema 1,Adaptación,Ecosistemas
Expert_015,Tema 1,Adaptación,Evolución
Expert_015,Tema 1,Adaptación,Física oceanográfica
Expert_015,Tema 1,Adaptación,Paleoclimatología
Expert_015,Tema 1,Adaptación,Regulación climática
Expert_015,Tema 1,Dinámica costera,Ecosistemas
Expert_015,Tema 1,Dinámica costera,Evolución
Expert_015,Tema 1,Dinámica costera,Física oceanográfica
Expert_015,Tema 1,Dinámica costera,Paleoclimatología
Expert_015,Tema 1,Dinámica costera,Regulación climática
Expert_015,Tema 1,Ecosistemas,Evolución
Expert_015,Tema 1,Ecosistemas,Física oceanográfica
Expert_015,Tema 1,Ecosistemas,Paleoclimatología
Expert_015,Tema 1,Ecosistemas,Regulación climática
Expert_015,Tema 1,Evolución,Física oceanográfica
Expert_015,Tema 1,Evolución,Paleoclimatología
Expert_015,Tema 1,Evolución,Regulación climática
Expert_015,Tema 1,Física oceanográfica,Paleoclimatología
Expert_015,Tema 1,Física oceanográfica,Regulación climática
Expert_015,Tema 1,Paleoclimatología,Regulación climática
Expert_015,Tema 2,Acoplamiento clima-océano,Biología del cambio global
Expert_015,Tema 2,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_015,Tema 2,Acoplamiento clima-océano,Pesquerías
Expert_015,Tema 2,Acoplamiento clima-océano,Servicios Ecosistemicos
Expert_015,Tema 2,Biología del cambio global,Ciclos biogeoquímicos
Expert_015,Tema 2,Biología del cambio global,Pesquerías
Expert_015,Tema 2,Biología del cambio global,Servicios Ecosistemicos
Expert_015,Tema 2,Ciclos biogeoquímicos,Pesquerías
Expert_015,Tema 2,Ciclos biogeoquímicos,Servicios Ecosistemicos
Expert_015,Tema 2,Pesquerías,Servicios Ecosistemicos
